Alert ID,Ticker,Name,Description,Time
3765087917,"FX:GBPUSD, 1m","OVC v0.1 — L1 / L2 / L3 Panels (Toggle) + Dedicated Range Detector (3, MIN, OVC_LOG_V0.1, OVC_v0.1, TV, 0, , 0.7, 0.5, 0.9, 0.4, 0.1, 0.85, 0.1, 0.45, 0.2, 0.2, 0.15, 0.7, 0.35, ALL, 4, 12, 12, 17, 0.25, 20, 50, 0.35, 0.35, 0.15, 0.15, 0.7, 0.35, 20, 3, 3, 0.1, 10, 0.02, …: Any alert() function call",ver=OVC_LOG_V0.1|profile=MIN|schema_min=OVC_MIN_V0_1|sym=GBPUSD|tz=America/New_York|date_ny=2026-01-13|bar_close_ms=1768377600000|block2h_id=20260113-F-GBPUSD|block4h_id=20260113-EF-GBPUSD|bid=20260113-F-GBPUSD|seg=F|news_flag=0|o=1.34515|h=1.34518|l=1.34512|c=1.34517|dir=UP|state_tag=ROTATE|value_tag=ACCEPT-|event=PureIn|tt=0|cp_tag=LOW|tis=10|rrc=0.00026|vrc=0.965|tr=CAMPAIGN|ss=MIX|sp=MID|htf_stack=CONTRA|with_htf=N|rd_state=na|regime_tag=na|trans_risk=na|bias_mode=TRANSITION|bias_dir=0|perm_state=YELLOW|rail_loc=na|tradeable=N|conf_l3=D|play=SELECTIVE_CONT|pred_dir=0|pred_target=na|timebox=TB_6bars|invalidation=INV_NO_CONFIRM|source=TV|build_id=OVC_v0.1|note=|ready=0,2026-01-14T09:24:00Z
