idx,time_utc,bar_start_ms,bar_close_ms,o,h,l,c,volume
1,2022-12-12T08:00:00Z,1670832000000,1670832900000,1.22573,1.22573,1.22398,1.22412,3138
2,2022-12-12T08:15:00Z,1670832900000,1670833800000,1.22412,1.22472,1.22312,1.22372,2587
3,2022-12-12T08:30:00Z,1670833800000,1670834700000,1.22371,1.22528,1.22371,1.22471,3110
4,2022-12-12T08:45:00Z,1670834700000,1670835600000,1.2247,1.22646,1.2245,1.22552,2272
5,2022-12-12T09:00:00Z,1670835600000,1670836500000,1.22554,1.22751,1.2253,1.22681,2816
6,2022-12-12T09:15:00Z,1670836500000,1670837400000,1.22681,1.22686,1.2257,1.22618,2911
7,2022-12-12T09:30:00Z,1670837400000,1670838300000,1.2262,1.22689,1.22599,1.22688,2411
8,2022-12-12T09:45:00Z,1670838300000,1670839200000,1.22689,1.22781,1.22668,1.22744,2748
