idx,time_utc,bar_start_ms,bar_close_ms,o,h,l,c,volume
1,2022-12-12T12:00:00Z,1670846400000,1670847300000,1.22766,1.22817,1.22706,1.22795,1989
2,2022-12-12T12:15:00Z,1670847300000,1670848200000,1.22798,1.22896,1.22786,1.22884,1364
3,2022-12-12T12:30:00Z,1670848200000,1670849100000,1.22883,1.22964,1.2282,1.22832,1807
4,2022-12-12T12:45:00Z,1670849100000,1670850000000,1.22828,1.22884,1.22786,1.22801,2601
5,2022-12-12T13:00:00Z,1670850000000,1670850900000,1.22803,1.22856,1.22762,1.22796,2390
6,2022-12-12T13:15:00Z,1670850900000,1670851800000,1.22796,1.22916,1.22786,1.22896,2077
7,2022-12-12T13:30:00Z,1670851800000,1670852700000,1.22896,1.22931,1.22846,1.22868,1812
8,2022-12-12T13:45:00Z,1670852700000,1670853600000,1.22868,1.22988,1.22864,1.2293,2166
