idx,time_utc,bar_start_ms,bar_close_ms,o,h,l,c,volume
1,2022-12-13T14:00:00Z,1670940000000,1670941800000,1.2411,1.2444,1.24068,1.24289,12754
2,2022-12-13T14:30:00Z,1670941800000,1670943600000,1.24292,1.24372,1.24001,1.24201,12119
3,2022-12-13T15:00:00Z,1670943600000,1670945400000,1.24204,1.24222,1.23878,1.23903,10582
4,2022-12-13T15:30:00Z,1670945400000,1670947200000,1.23902,1.24044,1.23782,1.23937,10620
5,2022-12-13T16:00:00Z,1670947200000,1670949000000,1.23941,1.24148,1.23742,1.2389,7287
6,2022-12-13T16:30:00Z,1670949000000,1670950800000,1.23892,1.23924,1.23642,1.23734,7381
7,2022-12-13T17:00:00Z,1670950800000,1670952600000,1.23734,1.23828,1.2362,1.23701,8027
8,2022-12-13T17:30:00Z,1670952600000,1670954400000,1.23699,1.2374,1.23518,1.23669,7925
