idx,time_utc,bar_start_ms,bar_close_ms,o,h,l,c,volume
1,2022-12-13T10:00:00Z,1670925600000,1670927400000,1.22744,1.22926,1.2261,1.22876,5808
2,2022-12-13T10:30:00Z,1670927400000,1670929200000,1.22875,1.22938,1.22772,1.22802,4630
3,2022-12-13T11:00:00Z,1670929200000,1670931000000,1.22802,1.23004,1.22734,1.22954,4431
4,2022-12-13T11:30:00Z,1670931000000,1670932800000,1.22954,1.23029,1.22892,1.22906,4508
5,2022-12-13T12:00:00Z,1670932800000,1670934600000,1.22908,1.23058,1.2286,1.23006,4464
6,2022-12-13T12:30:00Z,1670934600000,1670936400000,1.23004,1.23086,1.22947,1.23012,4568
7,2022-12-13T13:00:00Z,1670936400000,1670938200000,1.23014,1.23195,1.22802,1.22974,5750
8,2022-12-13T13:30:00Z,1670938200000,1670940000000,1.22856,1.2439,1.22856,1.2411,18640
