idx,time_utc,bar_start_ms,bar_close_ms,o,h,l,c,volume
1,2022-12-12T02:00:00Z,1670810400000,1670812200000,1.22226,1.22226,1.22124,1.22155,3850
2,2022-12-12T02:30:00Z,1670812200000,1670814000000,1.22155,1.22294,1.22152,1.22225,3556
3,2022-12-12T03:00:00Z,1670814000000,1670815800000,1.22226,1.22276,1.22206,1.22264,2450
4,2022-12-12T03:30:00Z,1670815800000,1670817600000,1.22264,1.22304,1.22247,1.22304,2706
5,2022-12-12T04:00:00Z,1670817600000,1670819400000,1.22302,1.22354,1.22278,1.22328,2478
6,2022-12-12T04:30:00Z,1670819400000,1670821200000,1.22329,1.22384,1.22318,1.22318,2063
7,2022-12-12T05:00:00Z,1670821200000,1670823000000,1.22317,1.22337,1.2222,1.2228,2699
8,2022-12-12T05:30:00Z,1670823000000,1670824800000,1.2228,1.22308,1.2224,1.2227,2750
